Tanggal,Comment,standardized_text,Sentiment,Platform
2024-06-25,2nd HM of this year 🙌,half marathon kedua saya tahun ini [mengangkat tangan],positif,Instagram
2024-06-25,Panic trenin started 😰,panik latihan dimulai [cemas],negatif,Instagram
2024-06-25,saya awam dan mau vfm. boleh sharing teman teman pengalaman dan pembelajaran saat full marathon apa saja yang perlu disiapkan (selain fisik). mungkin bisa membantu tmn tmn yg lain😁,saya pemula dan ingin ikut full marathon. boleh berbagi teman pengalaman dan pelajaran saat full marathon apa saja yang perlu disiapkan (selain fisik). mungkin bisa membantu teman yang lain [tersenyum],positif,Instagram
2024-06-25,Mau barengan HM ga @rahultamarap ttd @kenjiganessha,mau barengan half marathon tidak tanda tangan,netral,Instagram
2024-06-25,Info penginapan,informasi penginapan,netral,Instagram
2024-06-25,Parkir motor dimana min?,parkir motor di mana admin?,netral,Instagram
2024-06-25,Siap meramaikan taun ini 🔥🔥,siap meramaikan tahun ini [api][api],positif,Instagram
2024-06-25,ini cara regist nya gimana yaa?,ini cara pendaftarannya bagaimana ya?,netral,Instagram
2024-06-25,Semoga bs PB 🔥,semoga bisa catatan waktu terbaik [api],positif,Instagram
2024-06-25,Excited sekaligus nervous VFM🔥,semangat [api][api][api] plus deg degan nih gara virgin full marathon di sini,positif,Instagram
2024-06-25,Semangatttt🔥🔥 plus deg2an nih gegara VFM dimari,semangat [api][api][api][api] dan deg degan nih gegara virgin full marathon di sini,positif,Instagram
2024-06-25,Where can we read the event guide?,di mana kita bisa membaca panduan acara?,netral,Instagram
2024-06-25,@sudirmantare 🔥🔥🔥,[api][api][api],positif,Instagram
2024-06-25,Share idea how to get there from your hotel or resort please 🙏 😊,"berbagi ide bagaimana menuju venue dari hotel atau resor kalian, tolong ya [memohon][tersenyum]",positif,Instagram
2024-06-25,🙌🙌🙌🙌🙌🙌,[mengangkat tangan][mengangkat tangan],netral,Instagram
2024-06-25,Deg²an ga? @bass_is_bass,deg degan tidak?,netral,Instagram
2024-06-25,"Walau hanya bisa ikut 10K, deg2an juga 😂","walau hanya bisa ikut 10 kilometer, deg degan juga [tertawa]",positif,Instagram
2024-06-25,Semakin dekat 😍 bismillah VFM,semakin dekat [jatuh cinta] bismillah virgin full marathon,positif,Instagram
2024-06-25,🙌🙌🙌🙌,[mengangkat tangan][mengangkat tangan],netral,Instagram
2024-06-25,🙌🔥🔥🔥,[mengangkat tangan][api][api][api],positif,Instagram
2024-06-25,apakah tiket tdk bisa ditambah 😂😂,apakah tiket tidak bisa ditambah [tertawa][tertawa],netral,Instagram
2024-06-25,Masih bisa beli ga tiket shuttle bus nya min? @maybankmarathon 🙌🙌,masih bisa beli tidak tiket shuttle bus nya admin? [mengangkat tangan][mengangkat tangan],netral,Instagram
2024-06-25,Cepet beut,cepat sekali,netral,Instagram
2024-06-25,Wtb hm dm please yg batal brgkt,"mencari half marathon, kirim pesan langsung yang batal berangkat",netral,Instagram
2024-06-25,WTB 10K #serius,mencari 10 kilometer,netral,Instagram
2024-06-25,Jgn di countdown dong min... Makin galau dan deg2an,jangan dihitung mundur dong admin. makin galau dan deg degan,negatif,Instagram
2024-06-25,"Lets goooo, my virgin marathonn 🔥🙌","ayo jalan, maraton pertama saya [api][mengangkat tangan]",positif,Instagram
2024-06-25,Cari temen yg VFM🙌,cari teman yang virgin full marathon [mengangkat tangan],netral,Instagram
2024-06-25,Gassssss 🔥🔥🔥,gas [api][api][api],positif,Instagram
2024-06-25,Counting months🙌,menghitung bulan [mengangkat tangan],netral,Instagram
2024-06-25,Kalo ada yang mau di cancel slot HM nya boleh lah 😁😁😁,kalau ada yang mau batalkan slot half marathon nya boleh lah [tersenyum][tersenyum][tersenyum],positif,Instagram
2024-06-26,Msh dapatkah kah utk 2 slot.?,masih dapatkah untuk 2 slot?,netral,Instagram
2024-06-26,Wtb 10k 1 slot,mencari 10 kilometer 1 slot,netral,Instagram
2024-06-26,"min, mau tanya utk pengambilan racepack itu hari sabtu sampai jam brapa ya?","admin, mau tanya untuk pengambilan racepack itu hari sabtu sampai jam berapa ya?",netral,Instagram
2024-06-26,Need HM or 10k,perlu slot half marathon atau 10 kilometer,netral,Instagram
2024-06-26,Ada yg cancel FM nya kah..?boleh dong DM.,ada yang membatalkan full marathon nya kah..?boleh dong kirim pesan.,netral,Instagram
2024-06-26,@nayasurethings Keren bgt persiapan marathon Pocari dan Maybank,keren banget persiapan maraton pocari dan maybank,positif,Twitter
2024-06-26,Pertama kali FM di MBM 2024 @maybankmarathon 🙌🙌🔥🔥,pertama kali full marathon di maybank marathon 2024 [mengangkat tangan][mengangkat tangan][api][api],positif,Instagram
2024-06-27,Ada yg ga bisa hadir? Dm dong,ada yang tidak bisa hadir? kirim pesan dong,netral,Instagram
2024-06-27,Villa kita baru loh. Check2 yuk yang masih butuh penginapan ❤️,villa kami baru loh. cek yuk yang masih butuh penginapan [hati],netral,Instagram
2024-06-27,Can’t wait!! 😍😍,tidak sabar!! [jatuh cinta][jatuh cinta],positif,Instagram
2024-06-27,Ada yg punya slot 10k size s F,ada yang punya slot 10 kilometer ukuran s wanita,netral,Instagram
2024-06-27,Klo ada yg punya  10k bsa info,kalau ada yang punya 10 kilometer bisa info,netral,Instagram
2024-06-27,Yg cancel dm,yang batal ikut kirim pesan,netral,Instagram
2024-06-27,Apes tahun ini nggak berangkat gara2 pake undi-undian 😢,sial tahun ini tidak berangkat gara sistem undian [sedih],negatif,Instagram
2024-06-27,"Yang mau nginep di villa, yuklah ❤️","yang mau menginap di villa, ayo [hati]",positif,Instagram
2024-06-27,Where I can buy the ticket for the half marathon in bali ?,di mana saya bisa membeli tiket half marathon di bali?,netral,Instagram
2024-06-27,"Yang lagi cari penginapan, check2 kita yok ❤️","yang sedang mencari penginapan, cek kami yuk [hati]",netral,Instagram
2024-06-27,Pengen ikutt,ingin ikut,positif,Instagram
2024-06-28,🙌🙌🙌,[mengangkat tangan][mengangkat tangan],netral,Instagram
2024-06-28,WTB 10k size L,mencari 10 kilometer ukuran l,netral,Instagram
2024-06-28,Ada yang ikutan Maybank Marathon 2024?? Kalau masih nyari tempat nginep boleh join dgn gua yakkk udah booked. Barangkali bisa split bill HAHAHHHAHA mayan buat jajan yakan,ada yang ikut maybank marathon 2024?? kalau masih cari tempat menginap boleh gabung dengan saya ya sudah pesan. siapa tahu bisa berbagi biaya hahahaha lumayan buat jajan kan,positif,Twitter
2024-06-28,Akun gua kenapa gabisa login? Padahal pin udh benar,akun saya kenapa tidak bisa masuk? padahal pin sudah benar,negatif,Instagram
2024-06-28,ada lps aman? katany ditutup jalanan?,ada jalur aman? katanya jalanan ditutup?,netral,Instagram
2024-06-28,@carlludwi terdepaann ⚡⚡,paling depan [petir][petir],netral,Instagram
2024-06-28,🫶🏻,[hati dengan tangan],positif,Instagram
2024-06-28,Jakarta tetap di tempat biasa/ Summitmas?,jakarta tetap di tempat biasa/summitmas?,netral,Instagram
2024-06-29,Pelita Air tahun ini menjadi Official Airline Partner resmi dari salah satu ajang lari paling bergengsi di Indonesia Maybank Marathon 2024. #kumparanTRAVEL #newsupdate,pelita air tahun ini menjadi mitra maskapai resmi dari salah satu ajang lari paling bergengsi di indonesia maybank marathon 2024.,positif,Twitter
2024-06-29,Mmg gada notif di email ya klu uda isi google form kak?,memang tidak ada notifikasi di email ya kalau sudah isi formulir google kak?,netral,Instagram
2024-06-29,nyari HM klo ada yg cancel bole dm😬,cari half marathon kalau ada yang batal boleh kirim pesan [senyum kaku],positif,Instagram
2024-06-29,jakarta udh full ya,jakarta sudah penuh ya,negatif,Instagram
2024-06-29,Ok,oke,netral,Instagram
2024-06-29,Wts 21k yaa..,menjual 21 kilometer yaa..,netral,Instagram
2024-06-29,The anticipation is high as the Maybank Marathon 2024 gears up to take place on Bali. This year s event is set to unfold at the Bali United Training Center in Gianyar drawing in an impressive crowd of around 13 500 participants.,antusiasme tinggi saat maybank marathon 2024 akan diselenggarakan di bali. acara tahun ini akan berlangsung di pusat latihan bali united di gianyar dengan jumlah peserta sekitar 13.500 orang.,positif,Twitter
2024-06-29,@anaslerr  ha apa lagi full marathon ar,ha apa lagi full marathon ya,netral,Instagram
2024-06-29,I need some confirmation from organiser and has sent a msg but did not get any reply. Can somebody help?  But yeahhh 🙌🙌🙌🙌🙌🙌🔥🔥🔥,saya perlu konfirmasi dari penyelenggara dan sudah kirim pesan tapi belum dapat balasan. ada yang bisa bantu? tapi ya [mengangkat tangan][mengangkat tangan][api][api][api],negatif,Instagram
2024-06-29,WTB 10k international 1 slot,mencari 10 kilometer internasional 1 slot,netral,Instagram
2024-06-30,Belum ada menu training di minggu pertama Juli yah? 😁,belum ada menu latihan di minggu pertama juli ya? [tersenyum],netral,Instagram
2024-06-30,I need a slot for maybank 10km marathon!🙏🏻,saya butuh slot untuk maybank marathon 10 kilometer! [memohon],netral,Instagram
2024-06-30,Tapi kalo event race nya Mandiri Jogja Marathon atau Maybank Marathon worth it lah yaa dikejar sampe luar kota juga wkwk Yuk bisa yuk tahun depan ikut HM Maybank Marathon,tapi kalau acara lombanya mandiri jogja marathon atau maybank marathon memang layak dikejar sampai luar kota juga [tertawa] yuk bisa yuk tahun depan ikut half marathon maybank marathon,positif,Twitter
2024-06-30,Training Log 125 Long Run 24km 30/06/2024 Last run di bulan Juni ini ditutup dengan Sunday Long Run Road to Maybank Marathon 2024 bareng Riot Bandung Refreshment berlimpah dan karena ngikut rombongan yg cuma 1 yauda jadinya easy run hr adem juga di 140 averagenya,"catatan latihan 125 lari jauh 24 kilometer 30/06/2024 lari terakhir di bulan juni ini ditutup dengan lari jauh hari minggu road to maybank marathon 2024 bersama riot bandung. penyegaran berlimpah dan karena ikut rombongan yang cuma satu ya sudah jadinya lari santai hari adem juga, rata detak jantung 140.",positif,Twitter
2024-06-30,🙌,[mengangkat tangan],netral,Instagram
2024-06-30,Ada yg mau barter HM dengan 10K ga?? 😂😂,ada yang mau tukar half marathon dengan 10 kilometer tidak?? [tertawa][tertawa],netral,Instagram
2024-06-30,Wtb 10k size M. Dm ya,mencari 10 kilometer ukuran m. kirim pesan ya,netral,Instagram
2024-07-01,Wtb 10k ya,mencari 10 kilometer ya,netral,Instagram
2024-07-01,Wtb 21/10k,mencari 21/10 kilometer,netral,Instagram
2024-07-01,tempo run🫶🏼🫶🏼🫶🏼,latihan tempo [hati dengan tangan][hati dengan tangan][hati dengan tangan],positif,Instagram
2024-07-01,Lg istirahat sehari guyss... sudah di hrs training lg wedussss!!! @rockystevanus @przfghtr @ieuan_pratama @figust_nidjaya,lagi istirahat sehari teman teman. sudah harus latihan lagi wedus!,positif,Instagram
2024-07-01,ada rekom hotel yg masih blm full book ga buat maybank?,ada rekomendasi hotel yang belum penuh tidak buat maybank?,netral,Instagram
2024-07-01,WTB 10K DM 🙌,mencari 10 kilometer kirim pesan [mengangkat tangan],netral,Instagram
2024-07-01,"WTS penginapan dekat start line, free pick up dr bandara. dm.","menjual penginapan dekat garis awal, jemput gratis dari bandara. kirim pesan.",netral,Instagram
2024-07-01,IMO pilihan event lari di Indonesia berdasarkan race management: Kalau mau ikutan FM pilih Borobudur Marathon HM pilih Jogya Marathon 5K pilih Pocari Run Bandung 10K? Tadinya pilih Pocari tp terlalu byk class sama kendaraan Desember baru nyoba yg Maybank Bali Marathon,"menurut saya pilihan acara lari di indonesia berdasarkan manajemen lomba: kalau mau ikut full marathon pilih borobudur marathon, half marathon pilih jogja marathon, 5 kilometer pilih pocari run bandung. 10 kilometer? tadinya pilih pocari tapi terlalu banyak kelas dan kendaraan. desember nanti coba maybank bali marathon",positif,Twitter
2024-07-01,sembuhkan lutut hamba ya allah blm jadi maybank marathon inii,"sembuhkan lutut hamba ya allah, belum jadi maybank marathon ini",negatif,Twitter
2024-07-01,Program awal Juli nya libur ya ? Asikkk 😂😂,program awal juli libur ya? asyik [tertawa][tertawa],positif,Instagram
2024-07-01,"WTB HM FM Cancel, Domisili Bali🙏🏻🙏🏻","mencari half marathon/full marathon batal, domisili bali [memohon][memohon]",netral,Instagram
2024-07-01,Can someone explain that tempo run?,ada yang bisa jelaskan itu latihan tempo?,netral,Instagram
2024-07-01,WTB 21k 😃,mencari 21 kilometer [senyum],netral,Instagram
2024-07-02,Need 10k 🥹,butuh 10 kilometer [memohon],netral,Instagram
2024-07-02,"Jual air bnb 4 kamar 8 orang. Tanggal 24-25 agustus. Lokasi 10km dari venue. 17 menit naik gojek. Harga 2.5jt, klo ada yg perlu japri ya.","jual airbnb 4 kamar untuk 8 orang. tanggal 24 25 agustus. lokasi 10 kilometer dari lokasi lomba. 17 menit naik gojek. harga 2.500.0, kalau ada yang perlu japri ya.",netral,Instagram
2024-07-02,WTB 21k/FM 🙏🏻,mencari 21 kilometer/full marathon [memohon],netral,Instagram
2024-07-02,"Min @maybankmarathon , utk FM runner di KM5 ada tempatk sholat kan? untuk perlengkapan sholat seperti sarung apa disediakan juga nantinya?",admin untuk pelari full marathon di kilometer 5 ada tempat salat kan? untuk perlengkapan salat seperti sarung apakah disediakan juga nantinya?,netral,Instagram
2024-07-02,Bismillah panjang umur sehat sehat bisa ikutan 10k tahun depan 🫶🏼🥹,bismillah panjang umur sehat bisa ikut 10 kilometer tahun depan [hati dengan tangan][memohon],positif,Instagram
2024-07-02,It latihan tempo maksd ny gmn y?,itu latihan tempo maksudnya bagaimana ya?,netral,Instagram
2024-07-02,(Still) looking on wts maybank bali marathon slot. 10 or 21k would be ok,masih mencari slot maybank bali marathon. 10 atau 21 kilometer boleh,netral,Twitter
2024-07-02,Wtb 10K dong,mencari 10 kilometer dong,netral,Instagram
2024-07-03,WTB FM Male Pleaseeeee🙏🔥,mencari full marathon pria tolong banget [memohon][api],netral,Instagram
2024-07-03,begginer 10k 01:30' itu apa maksudnya,pemula 10 kilometer waktu 01:30' itu maksudnya apa,netral,Instagram
2024-07-03,min apa ini boleh diikuti sm runners yg ga ikut mmb?,admin apakah ini boleh diikuti oleh pelari yang tidak ikut maybank marathon bali?,netral,Instagram
2024-07-03,Dan ini tahun 2024 mulai konsisten dan fokus untuk Maybank Marathon. Sampai di titik ini dan relaps ke masa lalu ternyata jauh banget perkembangannya bahkan melampaui ekspetasi diri sendiri. Bangga tapi ini masih setengah dari seluruh perjalanannya. #betterthanyesterday,dan ini tahun 2024 mulai konsisten dan fokus untuk maybank marathon. sampai di titik ini dan kembali ke masa lalu ternyata jauh sekali perkembangannya bahkan melebihi ekspektasi diri sendiri. bangga tapi ini masih setengah dari seluruh perjalanannya.,positif,Twitter
2024-07-03,@yudhifirmansyah__ ad join gak event ini?,ikut tidak acara ini?,netral,Instagram
2024-07-03,"Mau ikutan Min, gmn caranya ya? Prepare MMB24","mau ikutan admin, bagaimana caranya ya? persiapan maybank marathon bali 2024",netral,Instagram
2024-07-04,wtb 21k/10k,mencari 21 kilometer/10 kilometer,netral,Instagram
2024-07-04,WTB HM / FM male yg Cancel Domisili Bali 🙏🏼🙏🏼,"mencari half marathon / full marathon pria yang batal, domisili bali [memohon][memohon]",netral,Instagram
2024-07-04,WTB HM MEN L ….👏 DM please thanks,"mencari half marathon pria ukuran l …. [bertepuk tangan] kirim pesan ya, terima kasih",netral,Instagram
2024-07-04,WTB HM DAN FM MEN. info yang punya COD DIBALI,"mencari half marathon dan full marathon pria. info yang punya, bayar di tempat di bali",netral,Instagram
2024-07-04,🙌🙌,[mengangkat tangan][mengangkat tangan],netral,Instagram
2024-07-04,WTB slot HM/10K bebas,mencari slot half marathon/10 kilometer bebas,netral,Instagram
2024-07-05,WTB 10k/HM jersey cow L,mencari 10 kilometer/half marathon jersey pria ukuran l,netral,Instagram
2024-07-05,Ada mas pacer @apricosilalahi,ada mas pelari pengatur kecepatan,netral,Instagram
2024-07-05,jakarta closed?,jakarta sudah ditutup?,netral,Instagram
2024-07-05,@riskydwisabana in frame ga tuh,masuk frame tidak tuh,netral,Instagram
2024-07-05,WTB FM Male or WTB HM Male 🙏🏼🙏🏼🙏🏼 Pleaseee,mencari full marathon pria atau half marathon pria [memohon][memohon][memohon] tolong banget,netral,Instagram
2024-07-05,WTB WTB WTB,mencari,netral,Instagram
2024-07-05,WTB FM OR HM MALE.... Pleasee Dm Me 🙏🙏,mencari full marathon atau half marathon pria. tolong kirim pesan ke saya [memohon][memohon],netral,Instagram
2024-07-06,WTS 42K female size xs minat dm,"menjual 42 kilometer wanita ukuran xs, minat kirim pesan",netral,Instagram
2024-07-06,Joining first time! See you all tomorrow @maybankmarathon 🙌,ikut pertama kali! sampai jumpa besok [mengangkat tangan],positif,Instagram
2024-07-06,Ada yang mau jual 10K pls 🙏🏼,ada yang mau jual 10 kilometer tolong ya [memohon],netral,Instagram
2024-07-07,Barangkali ada yg mau gantiin 10k g bisa ikut race karena cedera,barangkali ada yang mau gantiin 10 kilometer karena tidak bisa ikut lomba,netral,Instagram
2024-07-07,Belum ada program latihan tgl 8 s.d 13 Juli yah?,belum ada program latihan tanggal 8 sampai 13 juli ya?,netral,Instagram
2024-07-07,Info penginapan dekat venue atau yg bisa sharing,info penginapan dekat lokasi acara atau yang bisa berbagi,netral,Instagram
2024-07-08,wtb 10k/hm🙏🏻,mencari 10 kilometer/half marathon [memohon],netral,Instagram
2024-07-08,waktunya berlatih dengan “tabah”😂🔥,saatnya berlatih dengan tabah [tertawa][api],positif,Instagram
